OG0000174: Ga0061073_0012 Ga0070887_120195 Ga0072400_10870 Ga0072402_105733 Ga0072403_115220 Ga0072404_110561 Ga0133561_111220 Ga0133562_121075 Ga0133563_111107 Ga0133564_111312 Ga0225908_10827 Ga0226839_109142 Ga0226840_112138 Ga0226842_104838 Ga0226843_107593 Ga0226847_106925 Ga0226852_108551 Ga0227359_100976 Ga0307804_111363 Ga0311394_111505 Ga0312303_111659 Ga0312304_111447 H3R21_00050 H3R22_00400 H3R25_04110 H3T43_02215 H3T47_06110 H3T48_02600 H3U49_00380 LACWKB10_1221 LACWKB8_1254
OG0000389: Ga0061073_0330 Ga0070887_118197 Ga0072400_107124 Ga0072402_105428 Ga0072403_11493 Ga0072404_110165 Ga0133561_11903 Ga0133562_12735 Ga0133563_11800 Ga0133564_11955 Ga0225908_10676 Ga0226839_106308 Ga0226840_110201 Ga0226842_104518 Ga0226843_107123 Ga0226847_106444 Ga0226852_108138 Ga0227359_1001264 Ga0307804_11991 Ga0311394_111100 Ga0312303_11122 Ga0312304_111020 H3R21_01485 H3R22_03680 H3R25_02475 H3T43_00595 H3T47_03325 H3T48_04185 H3U49_02005 LACWKB10_0877 LACWKB8_0938
OG0000390: Ga0061073_0331 Ga0070887_118196 Ga0072400_107123 Ga0072402_105427 Ga0072403_11492 Ga0072404_110164 Ga0133561_11902 Ga0133562_12734 Ga0133563_11799 Ga0133564_11954 Ga0225908_10675 Ga0226839_106307 Ga0226840_110200 Ga0226842_104517 Ga0226843_107122 Ga0226847_106443 Ga0226852_108137 Ga0227359_1001263 Ga0307804_11990 Ga0311394_111099 Ga0312303_11123 Ga0312304_111019 H3R21_01490 H3R22_03675 H3R25_02470 H3T43_00590 H3T47_03320 H3T48_04190 H3U49_02010 LACWKB10_0878 LACWKB8_0937
OG0000391: Ga0061073_0332 Ga0070887_118195 Ga0072400_107122 Ga0072402_105426 Ga0072403_11491 Ga0072404_110163 Ga0133561_11901 Ga0133562_12733 Ga0133563_11798 Ga0133564_11953 Ga0225908_10674 Ga0226839_106306 Ga0226840_110199 Ga0226842_104516 Ga0226843_107121 Ga0226847_106442 Ga0226852_108123 Ga0227359_1001262 Ga0307804_11989 Ga0311394_111098 Ga0312303_11124 Ga0312304_111018 H3R21_01495 H3R22_03670 H3R25_02465 H3T43_00585 H3T47_03315 H3T48_04195 H3U49_02015 LACWKB10_0879 LACWKB8_0936
OG0000393: Ga0061073_0334 Ga0070887_118193 Ga0072400_107120 Ga0072402_105424 Ga0072403_11489 Ga0072404_110161 Ga0133561_11899 Ga0133562_12731 Ga0133563_11796 Ga0133564_11951 Ga0225908_10672 Ga0226839_106304 Ga0226840_110197 Ga0226842_104514 Ga0226843_107119 Ga0226847_106440 Ga0226852_108121 Ga0227359_1001260 Ga0307804_11987 Ga0311394_111096 Ga0312303_11126 Ga0312304_111016 H3R21_01505 H3R22_03660 H3R25_02455 H3T43_00575 H3T47_03305 H3T48_04205 H3U49_02025 LACWKB10_0881 LACWKB8_0934
OG0000394: Ga0061073_0337 Ga0070887_118190 Ga0072400_107114 Ga0072402_105419 Ga0072403_11486 Ga0072404_110158 Ga0133561_11893 Ga0133562_12728 Ga0133563_11792 Ga0133564_11948 Ga0225908_10669 Ga0226839_106301 Ga0226840_110194 Ga0226842_104510 Ga0226843_107116 Ga0226847_106437 Ga0226852_108118 Ga0227359_1001257 Ga0307804_11984 Ga0311394_111093 Ga0312303_11129 Ga0312304_111013 H3R21_01520 H3R22_03645 H3R25_02435 H3T43_00560 H3T47_03275 H3T48_04220 H3U49_02040 LACWKB10_0885 LACWKB8_0926
OG0000395: Ga0061073_0338 Ga0070887_118189 Ga0072400_107113 Ga0072402_105418 Ga0072403_11485 Ga0072404_110157 Ga0133561_11892 Ga0133562_12727 Ga0133563_11791 Ga0133564_11947 Ga0225908_10668 Ga0226839_106300 Ga0226840_110193 Ga0226842_104509 Ga0226843_107115 Ga0226847_106436 Ga0226852_108117 Ga0227359_1001256 Ga0307804_11983 Ga0311394_111092 Ga0312303_11130 Ga0312304_111012 H3R21_01525 H3R22_03640 H3R25_02430 H3T43_00555 H3T47_03270 H3T48_04225 H3U49_02045 LACWKB10_0886 LACWKB8_0925
OG0000396: Ga0061073_0339 Ga0070887_118188 Ga0072400_107112 Ga0072402_105417 Ga0072403_11484 Ga0072404_110156 Ga0133561_11891 Ga0133562_12726 Ga0133563_11790 Ga0133564_11946 Ga0225908_10667 Ga0226839_106299 Ga0226840_110192 Ga0226842_104508 Ga0226843_107114 Ga0226847_106435 Ga0226852_108116 Ga0227359_1001255 Ga0307804_11982 Ga0311394_111091 Ga0312303_11131 Ga0312304_111011 H3R21_01530 H3R22_03635 H3R25_02425 H3T43_00550 H3T47_03265 H3T48_04230 H3U49_02050 LACWKB10_0887 LACWKB8_0924
OG0000397: Ga0061073_0340 Ga0070887_118187 Ga0072400_107111 Ga0072402_105416 Ga0072403_11483 Ga0072404_110155 Ga0133561_11890 Ga0133562_12725 Ga0133563_11789 Ga0133564_11945 Ga0225908_10666 Ga0226839_106298 Ga0226840_110191 Ga0226842_104507 Ga0226843_107113 Ga0226847_106434 Ga0226852_108115 Ga0227359_1001254 Ga0307804_11981 Ga0311394_111090 Ga0312303_11132 Ga0312304_111010 H3R21_01535 H3R22_03630 H3R25_02420 H3T43_00545 H3T47_03260 H3T48_04235 H3U49_02055 LACWKB10_0888 LACWKB8_0923
OG0000398: Ga0061073_0341 Ga0070887_118186 Ga0072400_107110 Ga0072402_105415 Ga0072403_11482 Ga0072404_110154 Ga0133561_11889 Ga0133562_12724 Ga0133563_11788 Ga0133564_11944 Ga0225908_10665 Ga0226839_106297 Ga0226840_110190 Ga0226842_104506 Ga0226843_107112 Ga0226847_106433 Ga0226852_108114 Ga0227359_1001253 Ga0307804_11980 Ga0311394_111089 Ga0312303_11133 Ga0312304_111009 H3R21_01540 H3R22_03625 H3R25_02415 H3T43_00540 H3T47_03255 H3T48_04240 H3U49_02060 LACWKB10_0889 LACWKB8_0922
OG0000399: Ga0061073_0342 Ga0070887_118185 Ga0072400_107109 Ga0072402_105414 Ga0072403_11481 Ga0072404_110153 Ga0133561_11888 Ga0133562_12723 Ga0133563_11787 Ga0133564_11943 Ga0225908_10664 Ga0226839_106296 Ga0226840_110189 Ga0226842_104505 Ga0226843_107111 Ga0226847_106432 Ga0226852_108113 Ga0227359_1001252 Ga0307804_11979 Ga0311394_111088 Ga0312303_11134 Ga0312304_111008 H3R21_01545 H3R22_03620 H3R25_02410 H3T43_00535 H3T47_03250 H3T48_04245 H3U49_02065 LACWKB10_0890 LACWKB8_0921
OG0000400: Ga0061073_0344 Ga0070887_118184 Ga0072400_107108 Ga0072402_105412 Ga0072403_11480 Ga0072404_110152 Ga0133561_11887 Ga0133562_12722 Ga0133563_11785 Ga0133564_11942 Ga0225908_10663 Ga0226839_106295 Ga0226840_110188 Ga0226842_104503 Ga0226843_107110 Ga0226847_106427 Ga0226852_108112 Ga0227359_1001251 Ga0307804_11978 Ga0311394_111087 Ga0312303_11135 Ga0312304_111007 H3R21_01555 H3R22_03615 H3R25_02400 H3T43_00530 H3T47_03245 H3T48_04255 H3U49_02070 LACWKB10_0891 LACWKB8_0920
OG0000401: Ga0061073_0345 Ga0070887_118183 Ga0072400_107107 Ga0072402_105411 Ga0072403_11479 Ga0072404_110151 Ga0133561_11886 Ga0133562_12721 Ga0133563_11784 Ga0133564_11941 Ga0225908_10662 Ga0226839_106294 Ga0226840_110187 Ga0226842_104502 Ga0226843_107109 Ga0226847_106426 Ga0226852_108111 Ga0227359_1001250 Ga0307804_11977 Ga0311394_111086 Ga0312303_11136 Ga0312304_111006 H3R21_01560 H3R22_03610 H3R25_02395 H3T43_00525 H3T47_03240 H3T48_04260 H3U49_02075 LACWKB10_0892 LACWKB8_0919
OG0000402: Ga0061073_0346 Ga0070887_118182 Ga0072400_107106 Ga0072402_105410 Ga0072403_11478 Ga0072404_110150 Ga0133561_11885 Ga0133562_12720 Ga0133563_11783 Ga0133564_11940 Ga0225908_10661 Ga0226839_106293 Ga0226840_110186 Ga0226842_104501 Ga0226843_107108 Ga0226847_106425 Ga0226852_108110 Ga0227359_1001249 Ga0307804_11976 Ga0311394_111085 Ga0312303_11137 Ga0312304_111005 H3R21_01565 H3R22_03605 H3R25_02390 H3T43_00520 H3T47_03235 H3T48_04265 H3U49_02080 LACWKB10_0893 LACWKB8_0918
OG0000403: Ga0061073_0347 Ga0070887_118181 Ga0072400_107105 Ga0072402_105409 Ga0072403_11477 Ga0072404_110149 Ga0133561_11884 Ga0133562_12719 Ga0133563_11782 Ga0133564_11939 Ga0225908_10660 Ga0226839_106292 Ga0226840_110185 Ga0226842_104500 Ga0226843_107107 Ga0226847_106424 Ga0226852_108109 Ga0227359_1001248 Ga0307804_11975 Ga0311394_111084 Ga0312303_11138 Ga0312304_111004 H3R21_01570 H3R22_03600 H3R25_02385 H3T43_00515 H3T47_03230 H3T48_04270 H3U49_02085 LACWKB10_0894 LACWKB8_0917
OG0000404: Ga0061073_0348 Ga0070887_118180 Ga0072400_107104 Ga0072402_105408 Ga0072403_11476 Ga0072404_110148 Ga0133561_11883 Ga0133562_12718 Ga0133563_11781 Ga0133564_11938 Ga0225908_10659 Ga0226839_106291 Ga0226840_110184 Ga0226842_104499 Ga0226843_107106 Ga0226847_106423 Ga0226852_108108 Ga0227359_1001247 Ga0307804_11974 Ga0311394_111083 Ga0312303_11139 Ga0312304_111003 H3R21_01575 H3R22_03595 H3R25_02380 H3T43_00510 H3T47_03225 H3T48_04275 H3U49_02090 LACWKB10_0895 LACWKB8_0916
OG0000405: Ga0061073_0351 Ga0070887_118179 Ga0072400_107103 Ga0072402_105407 Ga0072403_11475 Ga0072404_110147 Ga0133561_11882 Ga0133562_12717 Ga0133563_11773 Ga0133564_11937 Ga0225908_10658 Ga0226839_106290 Ga0226840_110183 Ga0226842_104498 Ga0226843_107105 Ga0226847_106422 Ga0226852_108107 Ga0227359_1001246 Ga0307804_11973 Ga0311394_111082 Ga0312303_11140 Ga0312304_111002 H3R21_01580 H3R22_03590 H3R25_02375 H3T43_00505 H3T47_03220 H3T48_04280 H3U49_02095 LACWKB10_0896 LACWKB8_0915
OG0000406: Ga0061073_0352 Ga0070887_118178 Ga0072400_107102 Ga0072402_105406 Ga0072403_11474 Ga0072404_110146 Ga0133561_11881 Ga0133562_12716 Ga0133563_11772 Ga0133564_11936 Ga0225908_10657 Ga0226839_106289 Ga0226840_110182 Ga0226842_104497 Ga0226843_107104 Ga0226847_106421 Ga0226852_108106 Ga0227359_1001245 Ga0307804_11972 Ga0311394_111081 Ga0312303_11141 Ga0312304_111001 H3R21_01585 H3R22_03585 H3R25_02370 H3T43_00500 H3T47_03215 H3T48_04285 H3U49_02100 LACWKB10_0897 LACWKB8_0914
OG0000407: Ga0061073_0353 Ga0070887_118177 Ga0072400_107101 Ga0072402_105405 Ga0072403_11473 Ga0072404_110145 Ga0133561_11880 Ga0133562_12715 Ga0133563_11771 Ga0133564_11935 Ga0225908_10656 Ga0226839_106288 Ga0226840_110181 Ga0226842_104496 Ga0226843_107103 Ga0226847_106420 Ga0226852_108105 Ga0227359_1001244 Ga0307804_11971 Ga0311394_111080 Ga0312303_11142 Ga0312304_111000 H3R21_01590 H3R22_03580 H3R25_02365 H3T43_00495 H3T47_03210 H3T48_04290 H3U49_02105 LACWKB10_0898 LACWKB8_0913
OG0000408: Ga0061073_0354 Ga0070887_118176 Ga0072400_107100 Ga0072402_105404 Ga0072403_11472 Ga0072404_110144 Ga0133561_11879 Ga0133562_12714 Ga0133563_11770 Ga0133564_11934 Ga0225908_10655 Ga0226839_106287 Ga0226840_110180 Ga0226842_104495 Ga0226843_107102 Ga0226847_106419 Ga0226852_108104 Ga0227359_1001243 Ga0307804_11970 Ga0311394_111079 Ga0312303_11143 Ga0312304_11999 H3R21_01595 H3R22_03575 H3R25_02360 H3T43_00490 H3T47_03205 H3T48_04295 H3U49_02110 LACWKB10_0899 LACWKB8_0912
OG0000409: Ga0061073_0356 Ga0070887_118174 Ga0072400_10798 Ga0072402_105402 Ga0072403_11470 Ga0072404_110142 Ga0133561_11877 Ga0133562_12712 Ga0133563_11768 Ga0133564_11932 Ga0225908_10653 Ga0226839_106285 Ga0226840_110178 Ga0226842_104493 Ga0226843_107100 Ga0226847_106417 Ga0226852_108102 Ga0227359_1001241 Ga0307804_11968 Ga0311394_111077 Ga0312303_11145 Ga0312304_11997 H3R21_01605 H3R22_03565 H3R25_02350 H3T43_00480 H3T47_03195 H3T48_04305 H3U49_02120 LACWKB10_0901 LACWKB8_0910
OG0000410: Ga0061073_0357 Ga0070887_118173 Ga0072400_10797 Ga0072402_105401 Ga0072403_11469 Ga0072404_110141 Ga0133561_11876 Ga0133562_12711 Ga0133563_11767 Ga0133564_11931 Ga0225908_10652 Ga0226839_106284 Ga0226840_110177 Ga0226842_104492 Ga0226843_10799 Ga0226847_106416 Ga0226852_108101 Ga0227359_1001240 Ga0307804_11967 Ga0311394_111076 Ga0312303_11146 Ga0312304_11996 H3R21_01610 H3R22_03560 H3R25_02345 H3T43_00475 H3T47_03190 H3T48_04310 H3U49_02125 LACWKB10_0904 LACWKB8_0909
OG0000411: Ga0061073_0358 Ga0070887_118172 Ga0072400_10796 Ga0072402_105400 Ga0072403_11468 Ga0072404_110140 Ga0133561_11875 Ga0133562_12710 Ga0133563_11766 Ga0133564_11930 Ga0225908_10651 Ga0226839_106283 Ga0226840_110176 Ga0226842_104491 Ga0226843_10798 Ga0226847_106415 Ga0226852_108100 Ga0227359_1001239 Ga0307804_11966 Ga0311394_111075 Ga0312303_11147 Ga0312304_11995 H3R21_01615 H3R22_03555 H3R25_02340 H3T43_00470 H3T47_03185 H3T48_04315 H3U49_02130 LACWKB10_0905 LACWKB8_0908
OG0000412: Ga0061073_0361 Ga0070887_118170 Ga0072400_10794 Ga0072402_105397 Ga0072403_11466 Ga0072404_110138 Ga0133561_11873 Ga0133562_12708 Ga0133563_11763 Ga0133564_11928 Ga0225908_10649 Ga0226839_106281 Ga0226840_110174 Ga0226842_104488 Ga0226843_10796 Ga0226847_106413 Ga0226852_10898 Ga0227359_1001237 Ga0307804_11963 Ga0311394_111073 Ga0312303_11150 Ga0312304_11992 H3R21_01630 H3R22_03545 H3R25_02325 H3T43_00460 H3T47_03175 H3T48_04330 H3U49_02140 LACWKB10_0907 LACWKB8_0906
OG0000414: Ga0061073_0363 Ga0070887_118168 Ga0072400_10792 Ga0072402_105395 Ga0072403_11464 Ga0072404_110136 Ga0133561_11871 Ga0133562_12706 Ga0133563_11761 Ga0133564_11926 Ga0225908_10647 Ga0226839_106279 Ga0226840_110172 Ga0226842_104486 Ga0226843_10794 Ga0226847_106411 Ga0226852_10896 Ga0227359_1001235 Ga0307804_11961 Ga0311394_111071 Ga0312303_11152 Ga0312304_11990 H3R21_01640 H3R22_03535 H3R25_02315 H3T43_00450 H3T47_03165 H3T48_04340 H3U49_02150 LACWKB10_0909 LACWKB8_0904
OG0000415: Ga0061073_0364 Ga0070887_118167 Ga0072400_10791 Ga0072402_105394 Ga0072403_11463 Ga0072404_110135 Ga0133561_11870 Ga0133562_12705 Ga0133563_11760 Ga0133564_11925 Ga0225908_10646 Ga0226839_106278 Ga0226840_110171 Ga0226842_104485 Ga0226843_10793 Ga0226847_106410 Ga0226852_10895 Ga0227359_1001234 Ga0307804_11960 Ga0311394_111070 Ga0312303_11153 Ga0312304_11989 H3R21_01645 H3R22_03530 H3R25_02310 H3T43_00445 H3T47_03160 H3T48_04345 H3U49_02155 LACWKB10_0910 LACWKB8_0903
OG0000416: Ga0061073_0365 Ga0070887_118166 Ga0072400_10790 Ga0072402_105393 Ga0072403_11462 Ga0072404_110134 Ga0133561_11869 Ga0133562_12704 Ga0133563_11759 Ga0133564_11924 Ga0225908_10645 Ga0226839_106277 Ga0226840_110170 Ga0226842_104484 Ga0226843_10792 Ga0226847_106409 Ga0226852_10894 Ga0227359_1001233 Ga0307804_11959 Ga0311394_111069 Ga0312303_11154 Ga0312304_11988 H3R21_01650 H3R22_03525 H3R25_02305 H3T43_00440 H3T47_03155 H3T48_04350 H3U49_02160 LACWKB10_0911 LACWKB8_0902
OG0000417: Ga0061073_0366 Ga0070887_118165 Ga0072400_10789 Ga0072402_105392 Ga0072403_11461 Ga0072404_110133 Ga0133561_11868 Ga0133562_12703 Ga0133563_11758 Ga0133564_11923 Ga0225908_10644 Ga0226839_106276 Ga0226840_110169 Ga0226842_104483 Ga0226843_10791 Ga0226847_106408 Ga0226852_10893 Ga0227359_1001232 Ga0307804_11958 Ga0311394_111068 Ga0312303_11155 Ga0312304_11987 H3R21_01655 H3R22_03520 H3R25_02300 H3T43_00435 H3T47_03150 H3T48_04355 H3U49_02165 LACWKB10_0912 LACWKB8_0901
OG0000418: Ga0061073_0369 Ga0070887_118164 Ga0072400_10788 Ga0072402_105389 Ga0072403_11460 Ga0072404_110132 Ga0133561_11867 Ga0133562_12702 Ga0133563_11755 Ga0133564_11922 Ga0225908_10643 Ga0226839_106275 Ga0226840_110168 Ga0226842_104480 Ga0226843_10790 Ga0226847_106407 Ga0226852_10892 Ga0227359_1001231 Ga0307804_11954 Ga0311394_111066 Ga0312303_11156 Ga0312304_11983 H3R21_01670 H3R22_03515 H3R25_02285 H3T43_00430 H3T47_03145 H3T48_04370 H3U49_02170 LACWKB10_0913 LACWKB8_0900
OG0000419: Ga0061073_0370 Ga0070887_118162 Ga0072400_10786 Ga0072402_105387 Ga0072403_11458 Ga0072404_110130 Ga0133561_11865 Ga0133562_12700 Ga0133563_11753 Ga0133564_11920 Ga0225908_10641 Ga0226839_106273 Ga0226840_110166 Ga0226842_104478 Ga0226843_10788 Ga0226847_106405 Ga0226852_10890 Ga0227359_1001229 Ga0307804_11952 Ga0311394_111064 Ga0312303_11158 Ga0312304_11981 H3R21_01675 H3R22_03510 H3R25_02280 H3T43_00425 H3T47_03140 H3T48_04375 H3U49_02175 LACWKB10_0914 LACWKB8_0899
OG0000420: Ga0061073_0371 Ga0070887_118161 Ga0072400_10785 Ga0072402_105386 Ga0072403_11457 Ga0072404_110129 Ga0133561_11864 Ga0133562_12699 Ga0133563_11752 Ga0133564_11919 Ga0225908_10640 Ga0226839_106272 Ga0226840_110165 Ga0226842_104477 Ga0226843_10787 Ga0226847_106404 Ga0226852_10889 Ga0227359_1001228 Ga0307804_11951 Ga0311394_111063 Ga0312303_11159 Ga0312304_11980 H3R21_01680 H3R22_03505 H3R25_02275 H3T43_00420 H3T47_03135 H3T48_04380 H3U49_02180 LACWKB10_0915 LACWKB8_0898
OG0000421: Ga0061073_0372 Ga0070887_118160 Ga0072400_10784 Ga0072402_105385 Ga0072403_11456 Ga0072404_110128 Ga0133561_11863 Ga0133562_12698 Ga0133563_11751 Ga0133564_11918 Ga0225908_10639 Ga0226839_106271 Ga0226840_110164 Ga0226842_104476 Ga0226843_10786 Ga0226847_106403 Ga0226852_10888 Ga0227359_1001227 Ga0307804_11950 Ga0311394_111062 Ga0312303_11160 Ga0312304_11979 H3R21_01685 H3R22_03500 H3R25_02270 H3T43_00415 H3T47_03130 H3T48_04385 H3U49_02185 LACWKB10_0916 LACWKB8_0897
OG0000422: Ga0061073_0373 Ga0070887_118159 Ga0072400_10783 Ga0072402_105384 Ga0072403_11455 Ga0072404_110127 Ga0133561_11862 Ga0133562_12697 Ga0133563_11750 Ga0133564_11917 Ga0225908_10638 Ga0226839_106270 Ga0226840_110163 Ga0226842_104475 Ga0226843_10785 Ga0226847_106402 Ga0226852_10887 Ga0227359_1001226 Ga0307804_11949 Ga0311394_111061 Ga0312303_11161 Ga0312304_11978 H3R21_01690 H3R22_03495 H3R25_02265 H3T43_00410 H3T47_03125 H3T48_04390 H3U49_02190 LACWKB10_0917 LACWKB8_0896
OG0000423: Ga0061073_0374 Ga0070887_118158 Ga0072400_10782 Ga0072402_105383 Ga0072403_11454 Ga0072404_110126 Ga0133561_11861 Ga0133562_12696 Ga0133563_11749 Ga0133564_11916 Ga0225908_10637 Ga0226839_106269 Ga0226840_110162 Ga0226842_104474 Ga0226843_10784 Ga0226847_106401 Ga0226852_10886 Ga0227359_1001225 Ga0307804_11948 Ga0311394_111060 Ga0312303_11162 Ga0312304_11977 H3R21_01695 H3R22_03490 H3R25_02260 H3T43_00405 H3T47_03120 H3T48_04395 H3U49_02195 LACWKB10_0918 LACWKB8_0895
OG0000424: Ga0061073_0375 Ga0070887_118157 Ga0072400_10781 Ga0072402_105382 Ga0072403_11453 Ga0072404_110125 Ga0133561_11860 Ga0133562_12695 Ga0133563_11748 Ga0133564_11915 Ga0225908_10636 Ga0226839_106268 Ga0226840_110161 Ga0226842_104473 Ga0226843_10783 Ga0226847_106400 Ga0226852_10885 Ga0227359_1001224 Ga0307804_11947 Ga0311394_111059 Ga0312303_11163 Ga0312304_11976 H3R21_01700 H3R22_03485 H3R25_02255 H3T43_00400 H3T47_03115 H3T48_04400 H3U49_02200 LACWKB10_0919 LACWKB8_0894
OG0000425: Ga0061073_0376 Ga0070887_118156 Ga0072400_10780 Ga0072402_105381 Ga0072403_11452 Ga0072404_110124 Ga0133561_11859 Ga0133562_12694 Ga0133563_11747 Ga0133564_11914 Ga0225908_10635 Ga0226839_106267 Ga0226840_110160 Ga0226842_104472 Ga0226843_10782 Ga0226847_106399 Ga0226852_10884 Ga0227359_1001223 Ga0307804_11946 Ga0311394_111058 Ga0312303_11164 Ga0312304_11975 H3R21_01705 H3R22_03480 H3R25_02250 H3T43_00395 H3T47_03110 H3T48_04405 H3U49_02205 LACWKB10_0920 LACWKB8_0893
OG0000426: Ga0061073_0377 Ga0070887_118155 Ga0072400_10779 Ga0072402_105380 Ga0072403_11451 Ga0072404_110123 Ga0133561_11858 Ga0133562_12693 Ga0133563_11746 Ga0133564_11913 Ga0225908_10634 Ga0226839_106266 Ga0226840_110159 Ga0226842_104471 Ga0226843_10781 Ga0226847_106398 Ga0226852_10883 Ga0227359_1001222 Ga0307804_11945 Ga0311394_111057 Ga0312303_11165 Ga0312304_11974 H3R21_01710 H3R22_03475 H3R25_02245 H3T43_00390 H3T47_03105 H3T48_04410 H3U49_02210 LACWKB10_0921 LACWKB8_0892
OG0000427: Ga0061073_0378 Ga0070887_118154 Ga0072400_10778 Ga0072402_105379 Ga0072403_11450 Ga0072404_110122 Ga0133561_11857 Ga0133562_12692 Ga0133563_11745 Ga0133564_11912 Ga0225908_10633 Ga0226839_106265 Ga0226840_110158 Ga0226842_104470 Ga0226843_10780 Ga0226847_106397 Ga0226852_10882 Ga0227359_1001221 Ga0307804_11944 Ga0311394_111056 Ga0312303_11166 Ga0312304_11973 H3R21_01715 H3R22_03470 H3R25_02240 H3T43_00385 H3T47_03100 H3T48_04415 H3U49_02215 LACWKB10_0922 LACWKB8_0891
OG0000429: Ga0061073_0380 Ga0070887_118152 Ga0072400_10776 Ga0072402_105377 Ga0072403_11448 Ga0072404_110120 Ga0133561_11855 Ga0133562_12690 Ga0133563_11743 Ga0133564_11910 Ga0225908_10631 Ga0226839_106263 Ga0226840_110156 Ga0226842_104468 Ga0226843_10778 Ga0226847_106395 Ga0226852_10880 Ga0227359_1001219 Ga0307804_11942 Ga0311394_111054 Ga0312303_11168 Ga0312304_11971 H3R21_01725 H3R22_03460 H3R25_02230 H3T43_00375 H3T47_03090 H3T48_04425 H3U49_02225 LACWKB10_0924 LACWKB8_0889
OG0000432: Ga0061073_0383 Ga0070887_118149 Ga0072400_10773 Ga0072402_105374 Ga0072403_11445 Ga0072404_110117 Ga0133561_11852 Ga0133562_12687 Ga0133563_11740 Ga0133564_11907 Ga0225908_10628 Ga0226839_106260 Ga0226840_110153 Ga0226842_104465 Ga0226843_10775 Ga0226847_106392 Ga0226852_10877 Ga0227359_1001216 Ga0307804_11939 Ga0311394_111051 Ga0312303_11171 Ga0312304_11968 H3R21_01740 H3R22_03445 H3R25_02215 H3T43_00360 H3T47_03075 H3T48_04440 H3U49_02240 LACWKB10_0927 LACWKB8_0886
OG0000433: Ga0061073_0384 Ga0070887_118148 Ga0072400_10772 Ga0072402_105373 Ga0072403_11444 Ga0072404_110116 Ga0133561_11851 Ga0133562_12686 Ga0133563_11739 Ga0133564_11906 Ga0225908_10627 Ga0226839_106259 Ga0226840_110152 Ga0226842_104464 Ga0226843_10774 Ga0226847_106391 Ga0226852_10876 Ga0227359_1001215 Ga0307804_11938 Ga0311394_111050 Ga0312303_11172 Ga0312304_11967 H3R21_01745 H3R22_03440 H3R25_02210 H3T43_00355 H3T47_03070 H3T48_04445 H3U49_02245 LACWKB10_0928 LACWKB8_0885
OG0000434: Ga0061073_0385 Ga0070887_118147 Ga0072400_10771 Ga0072402_105372 Ga0072403_11443 Ga0072404_110115 Ga0133561_11850 Ga0133562_12685 Ga0133563_11738 Ga0133564_11905 Ga0225908_10626 Ga0226839_106258 Ga0226840_110151 Ga0226842_104463 Ga0226843_10773 Ga0226847_106390 Ga0226852_10875 Ga0227359_1001214 Ga0307804_11937 Ga0311394_111049 Ga0312303_11173 Ga0312304_11966 H3R21_01750 H3R22_03435 H3R25_02205 H3T43_00350 H3T47_03065 H3T48_04450 H3U49_02250 LACWKB10_0929 LACWKB8_0884
OG0000435: Ga0061073_0386 Ga0070887_118146 Ga0072400_10770 Ga0072402_105371 Ga0072403_11442 Ga0072404_110114 Ga0133561_11849 Ga0133562_12684 Ga0133563_11737 Ga0133564_11904 Ga0225908_10625 Ga0226839_106257 Ga0226840_110150 Ga0226842_104462 Ga0226843_10772 Ga0226847_106389 Ga0226852_10874 Ga0227359_1001213 Ga0307804_11936 Ga0311394_111048 Ga0312303_11174 Ga0312304_11965 H3R21_01755 H3R22_03430 H3R25_02200 H3T43_00345 H3T47_03060 H3T48_04455 H3U49_02255 LACWKB10_0930 LACWKB8_0883
OG0000436: Ga0061073_0387 Ga0070887_118145 Ga0072400_10769 Ga0072402_105370 Ga0072403_11441 Ga0072404_110113 Ga0133561_11848 Ga0133562_12683 Ga0133563_11736 Ga0133564_11903 Ga0225908_10624 Ga0226839_106256 Ga0226840_110149 Ga0226842_104461 Ga0226843_10771 Ga0226847_106388 Ga0226852_10873 Ga0227359_1001212 Ga0307804_11935 Ga0311394_111047 Ga0312303_11175 Ga0312304_11964 H3R21_01760 H3R22_03425 H3R25_02195 H3T43_00340 H3T47_03055 H3T48_04460 H3U49_02260 LACWKB10_0931 LACWKB8_0882
OG0000437: Ga0061073_0389 Ga0070887_118143 Ga0072400_10767 Ga0072402_105368 Ga0072403_11439 Ga0072404_110111 Ga0133561_11846 Ga0133562_12681 Ga0133563_11734 Ga0133564_11901 Ga0225908_10622 Ga0226839_106254 Ga0226840_110147 Ga0226842_104459 Ga0226843_10769 Ga0226847_106386 Ga0226852_10871 Ga0227359_1001210 Ga0307804_11933 Ga0311394_111045 Ga0312303_11177 Ga0312304_11962 H3R21_01765 H3R22_03420 H3R25_02190 H3T43_00335 H3T47_03050 H3T48_04465 H3U49_02265 LACWKB10_0933 LACWKB8_0880
OG0000438: Ga0061073_0390 Ga0070887_118142 Ga0072400_10766 Ga0072402_105367 Ga0072403_11438 Ga0072404_110110 Ga0133561_11845 Ga0133562_12680 Ga0133563_11733 Ga0133564_11900 Ga0225908_10621 Ga0226839_106253 Ga0226840_110146 Ga0226842_104458 Ga0226843_10768 Ga0226847_106385 Ga0226852_10870 Ga0227359_1001209 Ga0307804_11932 Ga0311394_111044 Ga0312303_11178 Ga0312304_11961 H3R21_01770 H3R22_03415 H3R25_02185 H3T43_00330 H3T47_03045 H3T48_04470 H3U49_02270 LACWKB10_0934 LACWKB8_0879
